36,ASU-SMA-0036,Nothing Phone,ASUS,Smartphones,670.62,556.44,28,Reacondicionado,Almacén Principal,6,9/2/2025
37,APP-LAP-0037,Dell XPS 15,Apple,Laptops,917.49,762.75,50,Exposición,Almacén Principal,36,19/01/2025
38,DEL-SMA-0038,OPPO Find X,Dell,Smartphones,1146.82,1049.83,1,Abierto pero sin usar,Sucursal Sur,6,3/2/2025
39,HP-SMA-0039,Google Pixel 8,HP,Smartphones,962.63,830.73,43,Nuevo,Sucursal Sur,36,16/01/2025
40,ASU-MON-0040,MSI Optix,ASUS,Monitores,431.58,349,98,Reacondicionado,Almacén Principal,12,19/01/2025
41,LG-MON-0041,ViewSonic Elite,LG,Monitores,634.87,541.73,71,Reacondicionado,Almacén Principal,24,22/01/2025
42,SAM-MON-0042,ViewSonic Elite,Samsung,Monitores,910.07,892.58,16,Reacondicionado,Bodega Externa,12,28/01/2025
43,SON-TAB-0043,iPad Air,Sony,Tablets,203.94,190.83,49,Abierto pero sin usar,Bodega Externa,24,6/2/2025
44,HP-SMA-0044,Xiaomi 14 Pro,HP,Smartphones,978.35,834.07,20,Exposición,Tienda Central,24,21/01/2025
45,HP-LAP-0045,Dell XPS 13,HP,Laptops,1404.35,1199.12,36,Exposición,Sucursal Norte,6,14/01/2025
46,LG-SMA-0046,Motorola Edge,LG,Smartphones,1351.52,1027.5,72,Abierto pero sin usar,Tienda Central,48,2/2/2025
47,ACE-ACC-0047,Logitech MX Master,Acer,Accesorios,49.68,40.74,22,Exposición,Sucursal Sur,24,10/2/2025
48,LG-ACC-0048,Belkin Charger,LG,Accesorios,286.35,239.81,99,Reacondicionado,Sucursal Sur,12,28/01/2025
49,APP-TAB-0049,ASUS ZenPad,Apple,Tablets,981.66,693.19,21,Exposición,Tienda Central,48,16/01/2025
50,MIC-MON-0050,HP OMEN,Microsoft,Monitores,517.84,468.61,22,Exposición,Almacén Principal,6,5/2/2025
51,APP-MON-0051,ViewSonic Elite,Apple,Monitores,476.42,421.02,37,Reacondicionado,Tienda Central,6,25/01/2025
52,LEN-MON-0052,HP OMEN,Lenovo,Monitores,312.11,233.22,98,Exposición,Sucursal Sur,12,3/2/2025
53,MIC-SMA-0053,Motorola Edge,Microsoft,Smartphones,447.32,352.4,53,Reacondicionado,Bodega Externa,12,3/2/2025
54,MIC-SMA-0054,Xiaomi 14 Pro,Microsoft,Smartphones,1052.26,840.24,91,Abierto pero sin usar,Sucursal Sur,24,18/01/2025
55,SAM-LAP-0055,Dell XPS 13,Samsung,Laptops,904.84,846.6,78,Abierto pero sin usar,Sucursal Norte,36,9/2/2025
56,DEL-ACC-0056,JBL Bluetooth Speaker,Dell,Accesorios,84.6,81.6,78,Reacondicionado,Sucursal Sur,48,17/01/2025
57,LG-LAP-0057,Acer Predator,LG,Laptops,2663.42,2487.15,62,Reacondicionado,Sucursal Norte,6,23/01/2025
58,SAM-LAP-0058,MacBook Pro 13,Samsung,Laptops,1296.48,1034.7,71,Exposición,Sucursal Norte,12,1/2/2025
59,ASU-SMA-0059,iPhone 15 Pro,ASUS,Smartphones,853.66,634.08,11,Nuevo,Sucursal Sur,6,1/2/2025
60,ASU-TAB-0060,Lenovo Tab P12 Pro,ASUS,Tablets,981.01,974.08,94,Exposición,Tienda Central,6,14/01/2025
61,MIC-MON-0061,HP OMEN,Microsoft,Monitores,337.69,246.01,25,Exposición,Sucursal Sur,12,6/2/2025
62,APP-TAB-0062,Xiaomi Pad 6,Apple,Tablets,730.42,625.66,86,Exposición,Sucursal Norte,24,13/02/2025
63,HP-SMA-0063,Samsung Galaxy S24,HP,Smartphones,1259.98,920.46,99,Abierto pero sin usar,Bodega Externa,36,18/01/2025
64,HP-SMA-0064,OnePlus 12,HP,Smartphones,1020.78,847.75,7,Nuevo,Bodega Externa,48,2/2/2025
65,SAM-ACC-0065,JBL Bluetooth Speaker,Samsung,Accesorios,226.92,188.15,30,Exposición,Sucursal Sur,12,18/01/2025
66,ASU-MON-0066,ViewSonic Elite,ASUS,Monitores,282.8,276.05,56,Exposición,Tienda Central,36,14/01/2025
67,SAM-SMA-0067,Xiaomi 14 Pro,Samsung,Smartphones,457.04,379.71,36,Exposición,Bodega Externa,12,18/01/2025
68,ASU-MON-0068,Acer Predator,ASUS,Monitores,543.2,425.84,19,Nuevo,Bodega Externa,6,2/2/2025
69,APP-MON-0069,Acer Predator,Apple,Monitores,591.42,471.85,62,Exposición,Sucursal Norte,48,1/2/2025
70,HP-MON-0070,ASUS ProArt,HP,Monitores,924.91,789.59,28,Exposición,Sucursal Norte,24,28/01/2025
71,LG-TAB-0071,Samsung Galaxy Tab S9,LG,Tablets,831.54,754.8,73,Reacondicionado,Tienda Central,48,2/2/2025
72,LG-LAP-0072,Lenovo ThinkPad X1,LG,Laptops,870.05,780.04,22,Exposición,Bodega Externa,36,24/01/2025
73,APP-ACC-0073,Sony WH-1000XM5,Apple,Accesorios,493.07,446.88,57,Reacondicionado,Sucursal Norte,12,19/01/2025
74,DEL-LAP-0074,HP Spectre x360,Dell,Laptops,2366.83,1930.21,49,Nuevo,Sucursal Norte,36,18/01/2025
75,LEN-SMA-0075,Xiaomi 14 Pro,Lenovo,Smartphones,1304.23,926.04,85,Exposición,Bodega Externa,24,1/2/2025
76,LG-LAP-0076,Acer Predator,LG,Laptops,2027.07,1853.07,73,Reacondicionado,Sucursal Norte,48,3/2/2025
77,LG-LAP-0077,MacBook Air,LG,Laptops,878.96,876.2,83,Abierto pero sin usar,Bodega Externa,24,1/2/2025
78,LG-ACC-0078,Apple Watch,LG,Accesorios,294.07,245,27,Exposición,Almacén Principal,6,24/01/2025
79,HP-SMA-0079,OPPO Find X,HP,Smartphones,1180.58,1122.14,68,Abierto pero sin usar,Bodega Externa,36,8/2/2025
80,HP-ACC-0080,Samsung Galaxy Watch,HP,Accesorios,186.57,148.19,32,Reacondicionado,Sucursal Sur,36,3/2/2025
81,LG-MON-0081,LG UltraGear,LG,Monitores,368.76,362.7,87,Exposición,Bodega Externa,6,17/01/2025
82,HP-LAP-0082,Razer Blade,HP,Laptops,1207.16,877.69,74,Reacondicionado,Sucursal Sur,12,11/2/2025
83,DEL-TAB-0083,Xiaomi Pad 6,Dell,Tablets,382.02,313.76,59,Exposición,Tienda Central,24,16/01/2025
84,SON-MON-0084,ViewSonic Elite,Sony,Monitores,872.71,623.15,26,Exposición,Bodega Externa,6,11/2/2025
85,DEL-SMA-0085,iPhone 15,Dell,Smartphones,1227.44,861.96,17,Abierto pero sin usar,Sucursal Norte,48,27/01/2025
86,SAM-MON-0086,HP OMEN,Samsung,Monitores,445.1,362.3,12,Exposición,Sucursal Sur,12,25/01/2025
87,ASU-SMA-0087,Motorola Edge,ASUS,Smartphones,634.71,484.75,42,Reacondicionado,Almacén Principal,48,1/2/2025
88,SON-ACC-0088,JBL Bluetooth Speaker,Sony,Accesorios,281.13,204.34,23,Nuevo,Bodega Externa,12,14/01/2025
89,SON-TAB-0089,Amazon Fire HD,Sony,Tablets,527.57,413.67,70,Reacondicionado,Sucursal Norte,24,1/2/2025
90,SAM-LAP-0090,MacBook Pro 13,Samsung,Laptops,1319.51,940.04,84,Reacondicionado,Almacén Principal,36,9/2/2025
91,APP-ACC-0091,Logitech MX Master,Apple,Accesorios,419.47,351.13,88,Reacondicionado,Sucursal Norte,6,2/2/2025
92,LEN-TAB-0092,Lenovo Tab P12 Pro,Lenovo,Tablets,716.53,597.7,10,Abierto pero sin usar,Sucursal Sur,24,4/2/2025
93,MIC-ACC-0093,Samsung Galaxy Watch,Microsoft,Accesorios,267.49,226.61,38,Exposición,Bodega Externa,48,25/01/2025
94,SAM-TAB-0094,realme Pad,Samsung,Tablets,724.35,611.89,68,Exposición,Almacén Principal,12,15/01/2025
95,SAM-ACC-0095,Samsung Galaxy Watch,Samsung,Accesorios,371.24,323.3,50,Abierto pero sin usar,Bodega Externa,12,2/2/2025
96,APP-MON-0096,HP OMEN,Apple,Monitores,987.49,741.09,19,Reacondicionado,Almacén Principal,24,29/01/2025
97,SAM-SMA-0097,Vivo X100 Pro,Samsung,Smartphones,492.56,411.55,55,Abierto pero sin usar,Bodega Externa,48,10/2/2025
98,LG-LAP-0098,Razer Blade,LG,Laptops,1041.59,954.82,59,Nuevo,Sucursal Sur,6,4/2/2025
99,ACE-TAB-0099,ASUS ZenPad,Acer,Tablets,735.51,633.03,36,Exposición,Almacén Principal,12,22/01/2025
100,APP-ACC-0100,Belkin Charger,Apple,Accesorios,369.25,262.92,45,Reacondicionado,Almacén Principal,12,3/2/2025
101,MIC-MON-0101,HP OMEN,Microsoft,Monitores,488.43,407.57,34,Exposición,Sucursal Norte,24,26/01/2025
102,DEL-LAP-0102,ASUS ROG Zephyrus,Dell,Laptops,2974.8,2845.57,45,Reacondicionado,Almacén Principal,24,7/2/2025
103,SON-LAP-0103,ASUS ROG Zephyrus,Sony,Laptops,1424.22,1153.97,12,Abierto pero sin usar,Bodega Externa,36,1/2/2025
104,ACE-TAB-0104,iPad Pro,Acer,Tablets,579.8,442.58,24,Reacondicionado,Almacén Principal,48,30/01/2025
105,ASU-SMA-0105,Xiaomi 14 Pro,ASUS,Smartphones,1469.12,1096.06,73,Abierto pero sin usar,Tienda Central,12,26/01/2025
106,LEN-SMA-0106,OnePlus 12,Lenovo,Smartphones,491.77,475.28,12,Nuevo,Sucursal Norte,6,9/2/2025
107,SON-LAP-0107,ASUS ROG Zephyrus,Sony,Laptops,1148.43,1135.91,39,Abierto pero sin usar,Sucursal Norte,48,14/01/2025
108,SAM-TAB-0108,Xiaomi Pad 6,Samsung,Tablets,294.37,262.73,35,Exposición,Bodega Externa,36,7/2/2025
109,LG-SMA-0109,OPPO Find X,LG,Smartphones,479.52,350.75,72,Abierto pero sin usar,Tienda Central,6,11/2/2025
110,LG-MON-0110,MSI Optix,LG,Monitores,877.66,780.58,68,Reacondicionado,Sucursal Sur,24,24/01/2025
111,HP-ACC-0111,Logitech MX Master,HP,Accesorios,358.71,324.49,54,Reacondicionado,Tienda Central,6,13/02/2025
112,MIC-LAP-0112,MSI GS66,Microsoft,Laptops,2409.42,1862.72,27,Exposición,Tienda Central,12,18/01/2025
113,ACE-MON-0113,HP OMEN,Acer,Monitores,622.06,480.15,40,Exposición,Sucursal Norte,36,16/01/2025
114,LEN-ACC-0114,Apple Watch,Lenovo,Accesorios,138.48,122.82,89,Exposición,Bodega Externa,12,9/2/2025
115,MIC-TAB-0115,realme Pad,Microsoft,Tablets,937.86,664.76,33,Nuevo,Almacén Principal,36,17/01/2025
116,ASU-SMA-0116,Nothing Phone,ASUS,Smartphones,852.97,837.76,68,Nuevo,Bodega Externa,24,29/01/2025
117,LEN-ACC-0117,Anker PowerBank,Lenovo,Accesorios,440.72,358.96,21,Abierto pero sin usar,Almacén Principal,12,9/2/2025
118,APP-LAP-0118,Acer Predator,Apple,Laptops,1550.26,1167.65,18,Nuevo,Tienda Central,48,20/01/2025
119,SON-ACC-0119,Kingston SSD,Sony,Accesorios,235.33,215.38,50,Reacondicionado,Almacén Principal,36,20/01/2025
120,ACE-ACC-0120,Sony WH-1000XM5,Acer,Accesorios,77.79,58.88,76,Exposición,Tienda Central,48,26/01/2025
121,HP-ACC-0121,Samsung Galaxy Watch,HP,Accesorios,62.01,59.08,22,Nuevo,Tienda Central,12,10/2/2025
122,LG-MON-0122,HP OMEN,LG,Monitores,711.05,671.9,99,Reacondicionado,Sucursal Norte,48,28/01/2025
123,MIC-ACC-0123,AirPods Pro,Microsoft,Accesorios,419.85,302.3,28,Reacondicionado,Tienda Central,24,6/2/2025
124,APP-ACC-0124,Western Digital HDD,Apple,Accesorios,202.16,190.59,48,Exposición,Sucursal Sur,6,4/2/2025
125,APP-LAP-0125,Acer Predator,Apple,Laptops,2560.21,2479.6,94,Abierto pero sin usar,Tienda Central,24,10/2/2025
126,MIC-SMA-0126,OPPO Find X,Microsoft,Smartphones,1097.3,930.42,21,Reacondicionado,Sucursal Norte,24,8/2/2025
127,LEN-SMA-0127,Vivo X100 Pro,Lenovo,Smartphones,787.36,752.07,70,Reacondicionado,Almacén Principal,48,16/01/2025
128,SON-LAP-0128,HP Spectre x360,Sony,Laptops,2805.17,1981.15,18,Exposición,Almacén Principal,6,10/2/2025
129,HP-MON-0129,BenQ PhotoVue,HP,Monitores,769.21,660.83,18,Reacondicionado,Bodega Externa,24,19/01/2025
130,SON-MON-0130,MSI Optix,Sony,Monitores,301.56,278.87,8,Abierto pero sin usar,Sucursal Sur,48,13/02/2025
131,MIC-TAB-0131,Microsoft Surface Pro,Microsoft,Tablets,1127.85,954.75,72,Reacondicionado,Bodega Externa,24,27/01/2025
132,APP-TAB-0132,HUAWEI MatePad Pro,Apple,Tablets,200.84,149.38,41,Nuevo,Tienda Central,6,13/02/2025
133,ASU-LAP-0133,Acer Predator,ASUS,Laptops,2725.72,2267.25,15,Reacondicionado,Tienda Central,24,22/01/2025
134,APP-TAB-0134,Amazon Fire HD,Apple,Tablets,929.22,716.33,1,Exposición,Tienda Central,6,6/2/2025
135,ACE-ACC-0135,Anker PowerBank,Acer,Accesorios,124.94,89.04,8,Abierto pero sin usar,Almacén Principal,24,19/01/2025
136,APP-SMA-0136,Samsung Galaxy S24,Apple,Smartphones,610.83,519.65,15,Reacondicionado,Sucursal Sur,48,17/01/2025
137,MIC-TAB-0137,iPad Pro,Microsoft,Tablets,612.62,527.5,71,Nuevo,Sucursal Norte,48,24/01/2025
138,LG-SMA-0138,Xiaomi 14 Pro,LG,Smartphones,1075.73,828.9,97,Reacondicionado,Tienda Central,12,17/01/2025
139,ACE-ACC-0139,Western Digital HDD,Acer,Accesorios,188.59,162.05,4,Reacondicionado,Bodega Externa,6,26/01/2025
140,DEL-LAP-0140,Lenovo ThinkPad X1,Dell,Laptops,1327.75,1000.84,27,Reacondicionado,Almacén Principal,36,13/02/2025
141,DEL-MON-0141,Acer Predator,Dell,Monitores,402.41,355.06,99,Abierto pero sin usar,Sucursal Norte,48,20/01/2025
142,ASU-TAB-0142,Microsoft Surface Pro,ASUS,Tablets,315.97,266.71,1,Exposición,Sucursal Norte,48,14/01/2025
143,DEL-LAP-0143,Lenovo ThinkPad X1,Dell,Laptops,1923.78,1738.28,75,Reacondicionado,Sucursal Norte,36,16/01/2025
144,ACE-ACC-0144,Samsung Galaxy Watch,Acer,Accesorios,352.35,288.3,95,Nuevo,Sucursal Norte,48,16/01/2025
145,SAM-ACC-0145,JBL Bluetooth Speaker,Samsung,Accesorios,56.36,53.78,26,Abierto pero sin usar,Almacén Principal,36,16/01/2025
146,DEL-TAB-0146,ASUS ZenPad,Dell,Tablets,472.17,407.38,71,Reacondicionado,Sucursal Sur,36,19/01/2025
147,LEN-MON-0147,Dell UltraSharp,Lenovo,Monitores,879.06,713.79,34,Reacondicionado,Almacén Principal,24,4/2/2025
148,ASU-LAP-0148,MSI GS66,ASUS,Laptops,2814.57,2716.17,67,Reacondicionado,Sucursal Norte,36,21/01/2025
149,LG-TAB-0149,Samsung Galaxy Tab S9,LG,Tablets,680.44,498.97,30,Abierto pero sin usar,Bodega Externa,36,23/01/2025
150,MIC-TAB-0150,iPad Air,Microsoft,Tablets,647.34,596.51,44,Exposición,Tienda Central,36,16/01/2025
151,ACE-SMA-0151,iPhone 15 Pro,Acer,Smartphones,1100.77,1078.3,83,Reacondicionado,Sucursal Sur,12,5/2/2025
152,HP-LAP-0152,Razer Blade,HP,Laptops,1288.63,1213.29,21,Nuevo,Bodega Externa,48,20/01/2025
153,DEL-SMA-0153,Google Pixel 8,Dell,Smartphones,865.79,629,31,Abierto pero sin usar,Sucursal Norte,12,30/01/2025
154,APP-SMA-0154,iPhone 15 Pro,Apple,Smartphones,1350.2,1348.96,36,Nuevo,Sucursal Sur,6,30/01/2025
155,MIC-MON-0155,ASUS ProArt,Microsoft,Monitores,841.3,678.75,78,Abierto pero sin usar,Almacén Principal,6,2/2/2025
156,ASU-LAP-0156,MacBook Air,ASUS,Laptops,1476.42,1193.52,99,Reacondicionado,Tienda Central,36,30/01/2025
157,LG-ACC-0157,AirPods Pro,LG,Accesorios,439.34,374.64,9,Exposición,Bodega Externa,24,2/2/2025
158,MIC-SMA-0158,Xiaomi 14 Pro,Microsoft,Smartphones,334.06,265.63,55,Nuevo,Sucursal Sur,6,5/2/2025
159,APP-SMA-0159,OnePlus 12,Apple,Smartphones,764.62,577.39,97,Abierto pero sin usar,Almacén Principal,48,14/01/2025
160,DEL-LAP-0160,Dell XPS 13,Dell,Laptops,2074.83,2049.23,16,Exposición,Almacén Principal,12,13/02/2025
161,DEL-LAP-0161,Dell XPS 15,Dell,Laptops,1508.89,1141.09,1,Reacondicionado,Bodega Externa,48,12/2/2025
162,LEN-TAB-0162,ASUS ZenPad,Lenovo,Tablets,781.49,781.38,79,Abierto pero sin usar,Almacén Principal,12,3/2/2025
163,HP-SMA-0163,Motorola Edge,HP,Smartphones,330.78,288.78,39,Abierto pero sin usar,Almacén Principal,36,1/2/2025
164,ACE-ACC-0164,Western Digital HDD,Acer,Accesorios,124.98,123.12,53,Exposición,Bodega Externa,48,27/01/2025
165,MIC-ACC-0165,JBL Bluetooth Speaker,Microsoft,Accesorios,298.52,263.41,22,Abierto pero sin usar,Almacén Principal,48,5/2/2025
166,HP-MON-0166,ASUS ProArt,HP,Monitores,435.39,321.59,13,Reacondicionado,Bodega Externa,6,22/01/2025
167,HP-TAB-0167,Microsoft Surface Pro,HP,Tablets,956.67,824.35,28,Abierto pero sin usar,Bodega Externa,6,14/01/2025
168,DEL-ACC-0168,Samsung Galaxy Watch,Dell,Accesorios,379.33,298.79,71,Nuevo,Almacén Principal,6,19/01/2025
169,HP-MON-0169,BenQ PhotoVue,HP,Monitores,835.79,724.37,42,Reacondicionado,Sucursal Norte,24,25/01/2025
170,HP-MON-0170,Dell UltraSharp,HP,Monitores,947.49,818.08,47,Exposición,Almacén Principal,12,21/01/2025
171,SON-LAP-0171,HP Spectre x360,Sony,Laptops,1643.55,1640.13,78,Nuevo,Tienda Central,12,12/2/2025
172,LEN-ACC-0172,Samsung Galaxy Watch,Lenovo,Accesorios,157.3,117.36,100,Nuevo,Bodega Externa,12,24/01/2025
173,LEN-SMA-0173,Xiaomi 14 Pro,Lenovo,Smartphones,572.48,492.09,95,Reacondicionado,Sucursal Sur,6,15/01/2025
174,LG-LAP-0174,HP Spectre x360,LG,Laptops,2268.82,1841.88,11,Abierto pero sin usar,Bodega Externa,12,5/2/2025
175,LEN-MON-0175,ViewSonic Elite,Lenovo,Monitores,813.56,650.18,6,Exposición,Sucursal Sur,12,1/2/2025
176,SON-TAB-0176,HUAWEI MatePad Pro,Sony,Tablets,888.86,635.28,63,Nuevo,Sucursal Sur,6,20/01/2025
177,DEL-TAB-0177,iPad Pro,Dell,Tablets,887.87,798.83,61,Exposición,Almacén Principal,24,27/01/2025
178,SAM-MON-0178,Dell UltraSharp,Samsung,Monitores,946.75,723.52,21,Reacondicionado,Bodega Externa,36,30/01/2025
179,LG-LAP-0179,MSI GS66,LG,Laptops,2541.3,1834.53,96,Abierto pero sin usar,Almacén Principal,12,2/2/2025
180,ACE-ACC-0180,Logitech MX Master,Acer,Accesorios,126.1,110.22,68,Reacondicionado,Almacén Principal,24,6/2/2025
181,SAM-MON-0181,MSI Optix,Samsung,Monitores,273.2,239.77,100,Abierto pero sin usar,Tienda Central,36,18/01/2025
182,APP-LAP-0182,MSI GS66,Apple,Laptops,2828.75,2090.04,77,Reacondicionado,Tienda Central,12,22/01/2025
183,APP-MON-0183,MSI Optix,Apple,Monitores,487.2,484.17,70,Reacondicionado,Almacén Principal,24,6/2/2025
184,ACE-TAB-0184,Microsoft Surface Pro,Acer,Tablets,1006.63,916.56,63,Reacondicionado,Bodega Externa,6,26/01/2025
185,ASU-LAP-0185,MSI GS66,ASUS,Laptops,1189.31,875.23,41,Reacondicionado,Sucursal Norte,36,17/01/2025
186,LEN-MON-0186,ASUS ProArt,Lenovo,Monitores,389.22,284.69,43,Nuevo,Sucursal Sur,36,30/01/2025
187,HP-SMA-0187,OnePlus 12,HP,Smartphones,647.17,477.45,9,Exposición,Bodega Externa,36,11/2/2025
188,HP-ACC-0188,Kingston SSD,HP,Accesorios,443.66,344.34,71,Reacondicionado,Sucursal Norte,12,25/01/2025
189,HP-LAP-0189,MSI GS66,HP,Laptops,1289.11,1114.32,17,Reacondicionado,Sucursal Sur,6,4/2/2025
190,SAM-TAB-0190,iPad Air,Samsung,Tablets,924.84,877.22,16,Nuevo,Bodega Externa,12,15/01/2025
191,ACE-SMA-0191,iPhone 15,Acer,Smartphones,1411.37,1226.93,87,Nuevo,Bodega Externa,48,23/01/2025
192,ASU-LAP-0192,Dell XPS 13,ASUS,Laptops,1332.21,1265.51,62,Abierto pero sin usar,Sucursal Norte,6,15/01/2025
193,SON-ACC-0193,JBL Bluetooth Speaker,Sony,Accesorios,463.41,355.1,21,Reacondicionado,Sucursal Norte,48,5/2/2025
194,APP-TAB-0194,Samsung Galaxy Tab S9,Apple,Tablets,1161.07,991.1,18,Nuevo,Bodega Externa,24,16/01/2025
195,DEL-ACC-0195,Anker PowerBank,Dell,Accesorios,246.76,205.02,80,Exposición,Bodega Externa,48,7/2/2025
196,ASU-SMA-0196,Samsung Galaxy S24,ASUS,Smartphones,821.9,601.03,75,Abierto pero sin usar,Sucursal Sur,48,21/01/2025
197,APP-SMA-0197,Xiaomi 14 Pro,Apple,Smartphones,984.71,944.21,3,Exposición,Sucursal Norte,6,25/01/2025
198,HP-MON-0198,MSI Optix,HP,Monitores,303.22,219.75,38,Exposición,Bodega Externa,24,4/2/2025
199,APP-LAP-0199,Acer Predator,Apple,Laptops,1012.96,729.31,58,Nuevo,Almacén Principal,48,30/01/2025
200,SAM-TAB-0200,Amazon Fire HD,Samsung,Tablets,413.35,381.58,100,Nuevo,Sucursal Sur,12,16/01/2025
201,SAM-SMA-0201,iPhone 15,Samsung,Smartphones,613.25,537.56,24,Nuevo,Bodega Externa,36,19/01/2025
202,MIC-TAB-0202,iPad Pro,Microsoft,Tablets,1015.52,798.77,26,Reacondicionado,Sucursal Norte,36,23/01/2025
203,DEL-SMA-0203,Xiaomi 14 Pro,Dell,Smartphones,624.11,601.02,6,Reacondicionado,Sucursal Sur,12,12/2/2025
204,MIC-LAP-0204,Razer Blade,Microsoft,Laptops,1721.07,1215.5,39,Nuevo,Bodega Externa,6,19/01/2025
205,HP-MON-0205,Samsung Odyssey,HP,Monitores,275.01,212.96,89,Exposición,Sucursal Norte,6,23/01/2025
206,MIC-SMA-0206,Nothing Phone,Microsoft,Smartphones,648.05,640.43,62,Reacondicionado,Tienda Central,24,7/2/2025
207,DEL-MON-0207,Samsung Odyssey,Dell,Monitores,367.28,300.8,41,Reacondicionado,Sucursal Sur,24,23/01/2025
208,MIC-LAP-0208,MSI GS66,Microsoft,Laptops,2500.43,2028.63,0,Nuevo,Sucursal Sur,36,28/01/2025
209,HP-TAB-0209,iPad Air,HP,Tablets,1066.82,913.75,100,Reacondicionado,Almacén Principal,36,11/2/2025
